Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ESSEX,57,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13800.00,12.6
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,GLOUCESTER,73,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4010.00,13.3
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,KING AND QUEEN,97,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13300.00,12.6
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,LANCASTER,103,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5150.00,13
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,MIDDLESEX,119,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6160.00,12.8
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,NEW KENT,127,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3770.00,12.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6250.00,12.6
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10600.00,12.7
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,RICHMOND,159,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10400.00,13.1
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,WESTMORELAND,193,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10800.00,12.7
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,CULPEPER,47,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6860.00,15
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,FAUQUIER,61,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6030.00,13.3
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,FREDERICK,69,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2050.00,11.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,MADISON,113,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5170.00,13.6
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,PAGE,139,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1130.00,17.3
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12300.00,19.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7360.00,18.8
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,CHESAPEAKE CITY,550,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4600.00,12.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,DINWIDDIE,53,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5410.00,12.8
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,ISLE OF WIGHT,93,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10900.00,12.5
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2400.00,24.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,PRINCE GEORGE,149,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4100.00,13
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SOUTHAMPTON,175,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,14800.00,12.7
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUFFOLK CITY,800,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8510.00,12.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,VIRGINIA BEACH CITY,810,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5500.00,10.4
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,CHARLOTTE,37,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1580.00,12.3
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,FRANKLIN,67,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6990.00,20.3
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,HALIFAX,83,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3420.00,13.1
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,LUNENBURG,111,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,980.00,12.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,NOTTOWAY,135,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2900.00,12.1
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,WESTERN,40,AUGUSTA,15,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,19000.00,10.9
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,WESTERN,40,BOTETOURT,23,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2160.00,25
SURVEY,2023,YEAR,,COUNTY,VIRGINIA,51,WESTERN,40,CRAIG,45,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,320.00,11.1
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,AMELIA,7,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4600.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,APPOMATTOX,11,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,950.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,BEDFORD,19,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,500.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CAMPBELL,31,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1600.00,0.9
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CAROLINE,33,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12900.00,3
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CHESTERFIELD,41,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,540.00,0.7
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CUMBERLAND,49,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1350.00,0.7
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,ORANGE,137,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6150.00,0.4
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,POWHATAN,145,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2100.00,0.5
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ACCOMACK,1,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,20000.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,CHARLES CITY,36,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5900.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ESSEX,57,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12900.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,GLOUCESTER,73,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3700.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,KING AND QUEEN,97,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11200.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,KING WILLIAM,101,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11200.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,MIDDLESEX,119,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5000.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5500.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11000.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,RICHMOND,159,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9200.00,0.5
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,WESTMORELAND,193,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9700.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,CULPEPER,47,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6500.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,FAUQUIER,61,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4900.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,FREDERICK,69,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3100.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,MADISON,113,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4700.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,PAGE,139,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1650.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10800.00,0.7
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9100.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,STAFFORD,179,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1100.00,0.7
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,BRUNSWICK,25,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,500.00,1.1
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,DINWIDDIE,53,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5100.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,GREENSVILLE,81,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1700.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,ISLE OF WIGHT,93,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9400.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1700.00,0.5
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,PRINCE GEORGE,149,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5200.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SOUTHAMPTON,175,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11200.00,0.8
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUFFOLK CITY,800,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6800.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SURRY,181,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7500.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUSSEX,183,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6600.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,CHARLOTTE,37,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1400.00,0.6
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,FRANKLIN,67,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4900.00,0.7
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,LUNENBURG,111,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1200.00,0.8
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,PITTSYLVANIA,143,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3150.00,0.5
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,LEE,105,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,500.00,0.7
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,WASHINGTON,191,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,400.00,0.2
SURVEY,2022,YEAR,,COUNTY,VIRGINIA,51,WESTERN,40,AUGUSTA,15,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13500.00,0.9
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,AMELIA,7,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5700.00,17
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,APPOMATTOX,11,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,810.00,32.1
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,BEDFORD,19,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,650.00,57
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CAMPBELL,31,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1800.00,28.2
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CAROLINE,33,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11100.00,14.5
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,ORANGE,137,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4800.00,17.3
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,SPOTSYLVANIA,177,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2800.00,16.8
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ACCOMACK,1,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,20500.00,14
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,CHARLES CITY,36,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5750.00,14.3
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ESSEX,57,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,14000.00,14.8
SURVEY,2021,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,GLOUCESTER,73,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4750.00,14.5
