source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,Value,CV (%),Year,stat_type
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,031,031,CAMPBELL,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, CAMPBELL",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,4800,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,033,033,CAROLINE,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, CAROLINE",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,10000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,049,049,CUMBERLAND,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, CUMBERLAND",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,2700,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,065,065,FLUVANNA,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, FLUVANNA",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,1200,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,075,075,GOOCHLAND,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, GOOCHLAND",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,4300,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,079,079,GREENE,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, GREENE",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,900,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,085,085,HANOVER,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, HANOVER",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,14000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,087,087,HENRICO,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, HENRICO",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,2200,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,109,109,LOUISA,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, LOUISA",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,3000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,137,137,ORANGE,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, ORANGE",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,7000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,145,145,POWHATAN,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, POWHATAN",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,2700,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,147,147,PRINCE EDWARD,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, PRINCE EDWARD",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,2800,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,50,CENTRAL,177,177,SPOTSYLVANIA,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, CENTRAL, SPOTSYLVANIA",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,2500,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,001,001,ACCOMACK,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, ACCOMACK",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,21000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,036,036,CHARLES CITY,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, CHARLES CITY",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,5200,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,057,057,ESSEX,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, ESSEX",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,16000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,073,073,GLOUCESTER,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, GLOUCESTER",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,6000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,095,095,JAMES CITY,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, JAMES CITY",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,2000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,097,097,KING AND QUEEN,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, KING AND QUEEN",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,12200,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,099,099,KING GEORGE,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, KING GEORGE",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,4200,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,101,101,KING WILLIAM,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, KING WILLIAM",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,10000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,103,103,LANCASTER,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, LANCASTER",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,4700,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,115,115,MATHEWS,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, MATHEWS",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,1100,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,119,119,MIDDLESEX,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, MIDDLESEX",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,5000,NA,2000,AREA PLANTED
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,60,EASTERN,127,127,NEW KENT,NA,NA,00000000,NA,NA,9000,UNITED STATES,"VIRGINIA, EASTERN, NEW KENT",2000,ANNUAL,00,00,YEAR,NA,2012-01-01T00:00:00Z,4400,NA,2000,AREA PLANTED
