system:index,NDVI,date,year,.geo
75,0.7717617377594406,2022-09-08,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0.7336800625217177,2022-09-15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0.6651115966946904,2022-09-22,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0.6607748687778645,2022-09-29,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0.6345852837222249,2022-10-06,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0.5639562808466237,2022-10-13,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0.47763402461538085,2022-10-20,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.47828016165503584,2022-10-27,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0.4874201966539335,2022-11-03,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0.5054910901663883,2022-11-17,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.4468069999086612,2022-11-24,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0.4830159702390254,2022-12-01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0.4792169683705919,2022-12-08,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0.4919318997127418,2022-12-15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0.44656655866912387,2022-12-22,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0.2403867830172316,2022-12-29,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0.4521577211460251,2023-01-05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.41668476487138195,2023-01-12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0.48490371374178215,2023-01-19,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.0077154284275718415,2023-01-26,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.42798027851591974,2023-02-02,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.4231992410756321,2023-02-09,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.49317822710856885,2023-02-16,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.4742356194833884,2023-02-23,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.5309126543650386,2023-03-02,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.5327706974243528,2023-03-09,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.5171667071436055,2023-03-16,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.49745295914044746,2023-03-23,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.5489233086879284,2023-03-30,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.5176724008438984,2023-04-06,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.5410737477667058,2023-04-13,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.5553889386637731,2023-04-20,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.5741914998266452,2023-04-27,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.6048132674044117,2023-05-04,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.5325861406110146,2023-05-11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.5714464766756013,2023-05-18,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.5205316425971869,2023-05-25,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0.5947166876526933,2023-06-01,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.6151659977365491,2023-06-08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.5795651148054948,2023-06-15,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.745370168728641,2023-06-22,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.7474912652828429,2023-06-29,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.7860388242536865,2023-07-06,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.773368012757555,2023-07-13,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.8098044792943196,2023-07-20,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.8123118597298531,2023-07-27,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.8120382885323298,2023-08-03,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.7850546821062211,2023-08-10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.7270809313014428,2023-08-17,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,0.6509627003359431,2023-08-24,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,0.689163554812454,2023-08-31,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,0.626012664003043,2023-09-07,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,0.605978076555222,2023-09-14,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,0.6378692542319854,2023-09-21,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,0.576709862279117,2023-09-28,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,0.5542816124818358,2023-10-05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,0.6015625002955262,2023-10-12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,0.5155007217675349,2023-10-19,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,0.515612041686224,2023-10-26,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,0.499686574234126,2023-11-02,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,0.4829447463351291,2023-11-09,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,0.4724731577700226,2023-11-16,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,0.5158652434328207,2023-11-23,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,0.5106839946322544,2023-11-30,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,0.49379358936317175,2023-12-07,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,0.4745139891700493,2023-12-14,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.4730223075910428,2023-12-21,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.514869188007753,2023-12-28,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.47903601572595655,2024-01-04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,0.5014306800258831,2024-01-11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,0.2030898923688178,2024-01-18,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,0.4813438619733656,2024-01-25,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,0.46550107209693364,2024-02-01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,0.4838596041715534,2024-02-08,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,0.49962845359930974,2024-02-15,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,0.4708203668225925,2024-02-22,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,0.4644583813239904,2024-02-29,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,0.540576642270062,2024-03-07,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,0.5294770448301862,2024-03-14,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,0.5862533493554811,2024-03-21,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,0.5452949060968316,2024-03-28,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,0.6244211848033037,2024-04-04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,0.5653592479231522,2024-04-11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,0.5281068963648979,2024-04-18,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,0.5715732641265561,2024-04-25,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,0.6045628967252338,2024-05-02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,0.5884384905148252,2024-05-09,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,0.5906667135631779,2024-05-16,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,0.5934750956407273,2024-05-23,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,0.5715903349685583,2024-05-30,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,0.5817741070439169,2024-06-06,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,0.5733285128781805,2024-06-13,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,0.5822328248061275,2024-06-20,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,0.6192923714654979,2024-06-27,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,0.6793387097609886,2024-07-04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,0.6678505508609923,2024-07-11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,0.7365687469189818,2024-07-18,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,0.7479632027855837,2024-07-25,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,0.7919936334994253,2024-08-01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,0.7997412011866949,2024-08-08,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,0.8032659499225606,2024-08-15,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,0.8176586297739442,2024-08-22,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,0.7945543826880691,2024-08-29,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,0.8006256270494627,2024-09-05,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,0.6153101343830671,2024-09-12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,0.7538675246887584,2024-09-19,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,0.6825916714528028,2024-09-26,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,0.669461956363225,2024-10-03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,0.6241893897162251,2024-10-10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,0.5681746157237463,2024-10-17,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,0.5110898002493467,2024-10-24,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,0.4584171791147035,2024-10-31,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,0.46250605621069585,2024-11-07,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,0.4484695654990468,2024-11-14,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,0.45844891221651374,2024-11-21,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,0.4844112930935176,2024-11-28,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,0.454340596710278,2024-12-05,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,0.4836587344095009,2024-12-12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,0.47092166157765075,2024-12-19,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,0.47845253538031585,2024-12-26,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,0.09358556584703306,2025-01-02,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,0.2783317725929211,2025-01-09,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,0.2941563773218409,2025-01-16,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,0.30509755743537686,2025-01-23,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,0.45701154574211666,2025-01-30,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,0.4485820626205354,2025-02-13,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,0.4302375108596428,2025-02-20,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,0.43157940126264904,2025-02-27,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,0.45492725791064237,2025-03-06,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,0.47259490050670755,2025-03-13,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,0.5093591140801168,2025-03-20,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,0.5341298679575069,2025-03-27,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,0.4856966806918992,2025-04-03,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,0.6304681340137609,2025-04-10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,0.5451707929868239,2025-04-17,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,0.5908052316237108,2025-04-24,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,0.5135507960675836,2025-05-01,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,0.5644081410877314,2025-05-08,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,0.5868772882217355,2025-05-15,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,0.5924182876950187,2025-05-22,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,0.6021178989837331,2025-05-29,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,0.6513627983448076,2025-06-05,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,0.7280705999411402,2025-06-12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
