"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2024","WEEK #20","2024-05-19","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2024","WEEK #20","2024-05-19","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2024","WEEK #20","2024-05-19","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #21","2024-05-26","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2024","WEEK #21","2024-05-26","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2024","WEEK #21","2024-05-26","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","74",""
"SURVEY","2024","WEEK #21","2024-05-26","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2024","WEEK #21","2024-05-26","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #22","2024-06-02","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2024","WEEK #22","2024-06-02","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2024","WEEK #22","2024-06-02","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","74",""
"SURVEY","2024","WEEK #22","2024-06-02","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2024","WEEK #22","2024-06-02","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #23","2024-06-09","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2024","WEEK #23","2024-06-09","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2024","WEEK #23","2024-06-09","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","78",""
"SURVEY","2024","WEEK #23","2024-06-09","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2024","WEEK #23","2024-06-09","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #24","2024-06-16","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2024","WEEK #24","2024-06-16","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2024","WEEK #24","2024-06-16","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2024","WEEK #24","2024-06-16","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2024","WEEK #24","2024-06-16","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2024","WEEK #25","2024-06-23","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #25","2024-06-23","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2024","WEEK #25","2024-06-23","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2024","WEEK #25","2024-06-23","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2024","WEEK #25","2024-06-23","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2024","WEEK #26","2024-06-30","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #26","2024-06-30","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","41",""
"SURVEY","2024","WEEK #26","2024-06-30","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2024","WEEK #26","2024-06-30","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2024","WEEK #26","2024-06-30","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2024","WEEK #27","2024-07-07","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #27","2024-07-07","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2024","WEEK #27","2024-07-07","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2024","WEEK #27","2024-07-07","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2024","WEEK #27","2024-07-07","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2024","WEEK #28","2024-07-14","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #28","2024-07-14","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2024","WEEK #28","2024-07-14","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2024","WEEK #28","2024-07-14","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2024","WEEK #28","2024-07-14","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2024","WEEK #29","2024-07-21","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #29","2024-07-21","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2024","WEEK #29","2024-07-21","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2024","WEEK #29","2024-07-21","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2024","WEEK #29","2024-07-21","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2024","WEEK #30","2024-07-28","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2024","WEEK #30","2024-07-28","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2024","WEEK #30","2024-07-28","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2024","WEEK #30","2024-07-28","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2024","WEEK #30","2024-07-28","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2024","WEEK #31","2024-08-04","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2024","WEEK #31","2024-08-04","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2024","WEEK #31","2024-08-04","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2024","WEEK #31","2024-08-04","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2024","WEEK #31","2024-08-04","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2024","WEEK #32","2024-08-11","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2024","WEEK #32","2024-08-11","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2024","WEEK #32","2024-08-11","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2024","WEEK #32","2024-08-11","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2024","WEEK #32","2024-08-11","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2024","WEEK #33","2024-08-18","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #33","2024-08-18","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2024","WEEK #33","2024-08-18","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2024","WEEK #33","2024-08-18","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","41",""
"SURVEY","2024","WEEK #33","2024-08-18","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2024","WEEK #34","2024-08-25","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #34","2024-08-25","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2024","WEEK #34","2024-08-25","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2024","WEEK #34","2024-08-25","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2024","WEEK #34","2024-08-25","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2024","WEEK #35","2024-09-01","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #35","2024-09-01","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2024","WEEK #35","2024-09-01","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2024","WEEK #35","2024-09-01","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2024","WEEK #35","2024-09-01","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","24",""
"SURVEY","2024","WEEK #36","2024-09-08","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #36","2024-09-08","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2024","WEEK #36","2024-09-08","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2024","WEEK #36","2024-09-08","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","38",""
"SURVEY","2024","WEEK #36","2024-09-08","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","29",""
"SURVEY","2024","WEEK #37","2024-09-15","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2024","WEEK #37","2024-09-15","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2024","WEEK #37","2024-09-15","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","11",""
